Author,CaptureSoftware,CroppedAreaImageHeightPixels,CroppedAreaImageWidthPixels,CroppedAreaLeftPixels,CroppedAreaTopPixels,ExposureLockUsed,FileName,FirstPhotoDate,FrameId,FullPanoHeightPixels,FullPanoWidthPixels,GPSAltitude,GPSAzimuth,GPSLatitude,GPSLongitude,GPSSpeed,GPSSpeedRef,ImageHeight,ImageWidth,InitialCameraDolly,InitialHorizontalFOVDegrees,InitialViewHeadingDegrees,InitialViewPitchDegrees,InitialViewRollDegrees,PoseHeadingDegrees,PosePitchDegrees,PoseRollDegrees,ProjectionType,Repository,SourcePhotosCount,StitchingSoftware,SurveyDescription,SurveyName,SurveyType,UsePanoramaViewer,XMP:ImageType
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013438_20170902142436.JPG,2017:09:02,65,2688,5376,0,67.5,42.7935388888889,13.0938166666667,0,0,2688,5376,0,0,0,0,0,67.5,1.1,0.4,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013439_20170902142504.JPG,2017:09:02,66,2688,5376,0,247.5,42.7935861111111,13.093975,0,0,2688,5376,0,0,0,0,0,247.5,-0.1,1.0,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013440_20170902142525.JPG,2017:09:02,67,2688,5376,0,292.5,42.7934611111111,13.0937888888889,0,0,2688,5376,0,0,0,0,0,292.5,4.5,2.1,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013443_20170902143036.JPG,2017:09:02,68,2688,5376,0,315,42.7935027777778,13.0938555555556,0,0,2688,5376,0,0,0,0,0,315.0,0.9,-3.0,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013444_20170902143057.JPG,2017:09:02,69,2688,5376,0,292.5,42.7935694444444,13.0941444444444,0,0,2688,5376,0,0,0,0,0,292.5,-2.4,-4.7,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013448_20170902144516.JPG,2017:09:02,71,2688,5376,0,22.5,42.7932416666667,13.0947694444444,0,0,2688,5376,0,0,0,0,0,22.5,-2.2,-3.8,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013449_20170902144541.JPG,2017:09:02,72,2688,5376,0,180,42.7934638888889,13.0950166666667,0,0,2688,5376,0,0,0,0,0,180.0,-0.9,2.3,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013450_20170902144638.JPG,2017:09:02,73,2688,5376,0,157.5,42.7934638888889,13.0950166666667,0,0,2688,5376,0,0,0,0,0,157.5,1.8,4.2,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013451_20170902144728.JPG,2017:09:02,74,2688,5376,0,202.5,42.7935444444444,13.09515,0,0,2688,5376,0,0,0,0,0,202.5,-1.7,7.6,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013452_20170902144750.JPG,2017:09:02,75,2688,5376,0,180,42.7936638888889,13.0952388888889,0,0,2688,5376,0,0,0,0,0,180.0,-1.9,2.8,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013453_20170902144810.JPG,2017:09:02,76,2688,5376,0,247.5,42.7936833333333,13.0953166666667,0,0,2688,5376,0,0,0,0,0,247.5,1.8,3.7,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013454_20170902144839.JPG,2017:09:02,77,2688,5376,0,270,42.7935805555556,13.095375,0,0,2688,5376,0,0,0,0,0,270.0,0.3,9.3,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013455_20170902144859.JPG,2017:09:02,78,2688,5376,0,315,42.7935222222222,13.0954,0,0,2688,5376,0,0,0,0,0,315.0,11.1,-22.6,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013456_20170902145011.JPG,2017:09:02,79,2688,5376,0,247.5,42.7934611111111,13.09535,0,0,2688,5376,0,0,0,0,0,247.5,-2.7,5.6,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013457_20170902145034.JPG,2017:09:02,80,2688,5376,0,270,42.7933555555556,13.095325,0,0,2688,5376,0,0,0,0,0,270.0,-4.5,-3.4,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013458_20170902145054.JPG,2017:09:02,81,2688,5376,0,292.5,42.793325,13.0952444444444,0,0,2688,5376,0,0,0,0,0,292.5,-5.2,-6.2,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013459_20170902145124.JPG,2017:09:02,82,2688,5376,0,90,42.7934166666667,13.0952027777778,0,0,2688,5376,0,0,0,0,0,90.0,29.2,-21.3,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013460_20170902145141.JPG,2017:09:02,83,2688,5376,0,225,42.7934277777778,13.0952194444444,0,0,2688,5376,0,0,0,0,0,225.0,-1.4,85.3,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013461_20170902145236.JPG,2017:09:02,84,2688,5376,0,180,42.7933777777778,13.0952055555556,0,0,2688,5376,0,0,0,0,0,180.0,-3.6,1.2,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013462_20170902145258.JPG,2017:09:02,85,2688,5376,0,270,42.7933888888889,13.0951861111111,0,0,2688,5376,0,0,0,0,0,270.0,-0.6,5.9,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013463_20170902145320.JPG,2017:09:02,86,2688,5376,0,112.5,42.7933194444444,13.0950194444444,0,0,2688,5376,0,0,0,0,0,112.5,-3.5,74.3,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013472_20170902153907.JPG,2017:09:02,88,2688,5376,0,157.5,42.7942888888889,13.0967305555556,0,0,2688,5376,0,0,0,0,0,157.5,2.0,-3.4,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013473_20170902153941.JPG,2017:09:02,89,2688,5376,0,112.5,42.79395,13.0960694444444,0,0,2688,5376,0,0,0,0,0,112.5,3.5,-3.3,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013474_20170902154021.JPG,2017:09:02,90,2688,5376,0,157.5,42.7939472222222,13.0960638888889,0,0,2688,5376,0,0,0,0,0,157.5,-36.3,-68.1,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013475_20170902154131.JPG,2017:09:02,91,2688,5376,0,135,42.7938694444444,13.096225,0,0,2688,5376,0,0,0,0,0,135.0,10.6,-2.8,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013476_20170902154151.JPG,2017:09:02,92,2688,5376,0,22.5,42.793775,13.0962861111111,0,0,2688,5376,0,0,0,0,0,22.5,-2.6,4.3,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013477_20170902154341.JPG,2017:09:02,93,2688,5376,0,112.5,42.7939027777778,13.09595,0,0,2688,5376,0,0,0,0,0,112.5,-2.4,-6.9,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013478_20170902154404.JPG,2017:09:02,94,2688,5376,0,202.5,42.7936527777778,13.0963138888889,0,0,2688,5376,0,0,0,0,0,202.5,7.0,-9.5,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013479_20170902154432.JPG,2017:09:02,95,2688,5376,0,202.5,42.7933388888889,13.0962083333333,0,0,2688,5376,0,0,0,0,0,202.5,8.8,-2.3,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013480_20170902154455.JPG,2017:09:02,96,2688,5376,0,225,42.7934222222222,13.0962722222222,0,0,2688,5376,0,0,0,0,0,225.0,9.3,-1.1,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013481_20170902154635.JPG,2017:09:02,97,2688,5376,0,67.5,42.7935611111111,13.0962805555556,0,0,2688,5376,0,0,0,0,0,67.5,5.4,0.9,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013482_20170902154728.JPG,2017:09:02,98,2688,5376,0,247.5,42.7934111111111,13.0964111111111,0,0,2688,5376,0,0,0,0,0,247.5,8.2,-7.7,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013484_20170902154921.JPG,2017:09:02,99,2688,5376,0,315,42.7932416666667,13.096575,0,0,2688,5376,0,0,0,0,0,315.0,10.3,-5.6,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013485_20170902154940.JPG,2017:09:02,100,2688,5376,0,180,42.7932305555556,13.0965666666667,0,0,2688,5376,0,0,0,0,0,180.0,7.7,-1.1,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013488_20170902155550.JPG,2017:09:02,101,2688,5376,0,67.5,42.7943638888889,13.0961138888889,0,0,2688,5376,0,0,0,0,0,67.5,1.3,-6.8,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013489_20170902155608.JPG,2017:09:02,102,2688,5376,0,292.5,42.7945083333333,13.09595,0,0,2688,5376,0,0,0,0,0,292.5,-4.3,1.7,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013490_20170902155628.JPG,2017:09:02,103,2688,5376,0,0,42.7945694444444,13.0958666666667,0,0,2688,5376,0,0,0,0,0,0.0,-5.1,4.6,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013491_20170902155648.JPG,2017:09:02,104,2688,5376,0,337.5,42.7946444444444,13.0956777777778,0,0,2688,5376,0,0,0,0,0,337.5,-10.8,8.3,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013492_20170902155707.JPG,2017:09:02,105,2688,5376,0,315,42.7946861111111,13.095625,0,0,2688,5376,0,0,0,0,0,315.0,-2.9,-2.5,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013493_20170902155724.JPG,2017:09:02,106,2688,5376,0,0,42.7948083333333,13.0954972222222,0,0,2688,5376,0,0,0,0,0,0.0,1.1,7.6,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013494_20170902155740.JPG,2017:09:02,107,2688,5376,0,112.5,42.7949083333333,13.0954194444444,0,0,2688,5376,0,0,0,0,0,112.5,3.8,-6.1,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013495_20170902155805.JPG,2017:09:02,108,2688,5376,0,112.5,42.7949555555556,13.09535,0,0,2688,5376,0,0,0,0,0,112.5,2.8,0.0,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013496_20170902155912.JPG,2017:09:02,109,2688,5376,0,90,42.7946888888889,13.0955666666667,0,0,2688,5376,0,0,0,0,0,90.0,3.8,0.5,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013497_20170902155938.JPG,2017:09:02,110,2688,5376,0,315,42.7946527777778,13.0955472222222,0,0,2688,5376,0,0,0,0,0,33.5,71.1,77.9,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013498_20170902160004.JPG,2017:09:02,111,2688,5376,0,135,42.7946027777778,13.0954583333333,0,0,2688,5376,0,0,0,0,0,135.0,-2.5,2.7,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013499_20170902160026.JPG,2017:09:02,112,2688,5376,0,202.5,42.7945305555556,13.095275,0,0,2688,5376,0,0,0,0,0,202.5,1.2,5.9,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013500_20170902160047.JPG,2017:09:02,113,2688,5376,0,270,42.7944666666667,13.09515,0,0,2688,5376,0,0,0,0,0,270.0,0.1,-0.3,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013501_20170902160106.JPG,2017:09:02,114,2688,5376,0,270,42.7943972222222,13.0950555555556,0,0,2688,5376,0,0,0,0,0,270.0,-7.4,1.5,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013502_20170902160144.JPG,2017:09:02,115,2688,5376,0,112.5,42.7942694444444,13.0948333333333,0,0,2688,5376,0,0,0,0,0,112.5,2.2,-1.1,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013503_20170902160300.JPG,2017:09:02,116,2688,5376,0,315,42.7943222222222,13.0949583333333,0,0,2688,5376,0,0,0,0,0,315.0,-1.3,-0.9,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013504_20170902160329.JPG,2017:09:02,117,2688,5376,0,90,42.7944194444444,13.0949138888889,0,0,2688,5376,0,0,0,0,0,90.0,6.1,4.1,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013507_20170902161847.JPG,2017:09:02,118,2688,5376,0,67.5,42.7946361111111,13.0944638888889,0,0,2688,5376,0,0,0,0,0,67.5,5.0,2.1,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013508_20170902161937.JPG,2017:09:02,119,2688,5376,0,180,42.7946777777778,13.0945805555556,0,0,2688,5376,0,0,0,0,0,180.0,-2.4,4.5,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013509_20170902161956.JPG,2017:09:02,120,2688,5376,0,112.5,42.7945611111111,13.0944444444444,0,0,2688,5376,0,0,0,0,0,112.5,-3.2,-1.3,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013510_20170902162017.JPG,2017:09:02,121,2688,5376,0,112.5,42.7945388888889,13.0942694444444,0,0,2688,5376,0,0,0,0,0,112.5,-9.2,0.5,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013511_20170902162138.JPG,2017:09:02,122,2688,5376,0,135,42.7946222222222,13.0941444444444,0,0,2688,5376,0,0,0,0,0,135.0,0.2,2.3,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013512_20170902162219.JPG,2017:09:02,123,2688,5376,0,112.5,42.7942416666667,13.0941972222222,0,0,2688,5376,0,0,0,0,0,112.5,-4.9,-4.0,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013513_20170902162248.JPG,2017:09:02,124,2688,5376,0,22.5,42.794275,13.0942111111111,0,0,2688,5376,0,0,0,0,0,22.5,0.1,-1.4,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013515_20170902163930.JPG,2017:09:02,125,2688,5376,0,247.5,42.7938944444444,13.0935444444444,0,0,2688,5376,0,0,0,0,0,247.5,7.9,0.4,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
